filename,label,bearing_location,fault_size,motor_load,is_synthetic,mean,std,rms,peak,peak2peak,crest_factor,kurtosis,skewness,shape_factor,spectral_centroid,dominant_frequency,low_band_energy,mid_band_energy,high_band_energy
100.mat,normal,DE,none,3,False,0.016185823918269227,0.06295507984891417,0.06500248437326357,0.18232984615384615,0.36278215384615387,2.8049673471562877,-0.20048604188883346,-0.24051424320203355,1.2288066251761,943.8458140949898,2097.65625,0.45262020226086475,0.5459462177891099,0.001433578688875362
100.mat,normal,DE,none,3,False,0.013960728966346153,0.06309226547839322,0.06461838682966192,0.23969907692307693,0.40075015384615387,3.709456219500327,-0.031127299081193716,0.007402363881485071,1.2546344399106826,850.6185750629304,2097.65625,0.5299507992722617,0.4683461367125843,0.0017030628775459389
100.mat,normal,DE,none,3,False,0.014372459134615384,0.059938927526496676,0.06163799651678184,0.21696000000000001,0.3857298461538462,3.5199067500094623,-0.05721405639447097,-0.207329396416031,1.2356686527344576,923.8811504145459,2097.65625,0.5130610024132805,0.48563401634254044,0.0013049799975432697
100.mat,normal,DE,none,3,False,0.015311024639423076,0.06546288762930105,0.06722958524545215,0.22947692307692308,0.4063827692307692,3.413332422559204,-0.08846823080033195,-0.13161325427860163,1.2320285832138975,820.7093918899126,2097.65625,0.6280671430139785,0.3698369488395518,0.0020959069143993638
100.mat,normal,DE,none,3,False,0.01428261598557692,0.07023663257109468,0.07167410741905626,0.25117292307692307,0.47960676923076917,3.5043746217150433,0.05258625318727672,-0.11804439720065654,1.250657712017704,842.1656164128744,2097.65625,0.5739991526867053,0.4244000455712509,0.001600800637096056
100.mat,normal,DE,none,3,False,0.013350773437499998,0.06410644232569107,0.06548189901825245,0.22676492307692306,0.41910830769230767,3.463016901972429,0.015460783477149409,-0.2709627682023982,1.232071093575982,954.9304180953385,2097.65625,0.4787908930024238,0.5192781935995505,0.0019309120616002845
100.mat,normal,DE,none,3,False,0.01485895673076923,0.06430226057787473,0.0659967371204954,0.238656,0.42703569230769234,3.616178775030209,0.3787431394181411,-0.38078884931007956,1.2529049023493781,888.3777133864143,2097.65625,0.5375149216819636,0.4604380043630203,0.002047072924446504
100.mat,normal,DE,none,3,False,0.014594724158653843,0.0649629447085988,0.06658220601992443,0.22676492307692306,0.4470627692307692,3.4057886728123554,0.3014530554208301,-0.07265148566290133,1.2651401576470527,827.3724568401148,2097.65625,0.5715395451822549,0.4270773894648459,0.0013830641542112328
100.mat,normal,DE,none,3,False,0.012795620192307693,0.06641448306257944,0.0676358740357175,0.21195323076923075,0.41097230769230764,3.1337398058043524,0.014209312511375582,-0.17619253579020838,1.2479021310224225,917.8573497224752,2097.65625,0.5157598433190137,0.4823573872904153,0.0018827681071270231
100.mat,normal,DE,none,3,False,0.013600745192307691,0.06670632349918759,0.06807873283606525,0.2207150769230769,0.4107636923076923,3.2420561859064048,-0.007519237305004367,-0.07862678685367785,1.2558275471477973,897.8434424934369,2097.65625,0.5140699522882628,0.4843308184840904,0.0015992281148226256
100.mat,normal,DE,none,3,False,0.013690180889423078,0.058890110062962346,0.06046045084195902,0.19192615384615386,0.36528553846153844,3.1744082482061873,-0.0516144181373237,-0.014230559247072826,1.2477702619617252,829.0309153810927,2097.65625,0.5909486037269022,0.4072607906787267,0.0017906043331367527
100.mat,normal,DE,none,3,False,0.012855923076923077,0.06719285733480225,0.06841165715705805,0.2659846153846154,0.46104,3.8880013499758594,0.18428062085304342,0.06252956667307424,1.2527133944967201,712.8703736812793,93.75,0.622487975594885,0.375905704754409,0.001606318740086185
100.mat,normal,DE,none,3,False,0.014133488581730767,0.06689074020766765,0.06836758460717769,0.20256553846153844,0.37050092307692306,2.9628886207179073,-0.30168953692307054,-0.03391573847789501,1.229203292221483,848.014451341158,2097.65625,0.5972412576951504,0.40094456709206255,0.0018141740804234867
100.mat,normal,DE,none,3,False,0.013802841346153848,0.061161624194961156,0.0626997823233283,0.18191261538461537,0.36132184615384616,2.901327702281846,-0.2175164126847582,-0.24553102903997098,1.2293401365989995,1011.8072832300072,2097.65625,0.3963942891083757,0.601917378584623,0.0016883308800800464
100.mat,normal,DE,none,3,False,0.013524551682692308,0.06481451375493641,0.06621053308580634,0.208824,0.4134756923076923,3.1539392641079944,-0.04529474467775074,-0.12375908338213396,1.2510894742494172,833.056635728623,2097.65625,0.5516789937442698,0.44680749038087975,0.001513514799216909
100.mat,normal,DE,none,3,False,0.01534484314903846,0.05998190328863771,0.061913592476903485,0.20673784615384616,0.41159815384615384,3.3391350409464513,0.018497011352291093,-0.2752197261840315,1.2298469397400142,843.5948973548817,2097.65625,0.5609784924510399,0.4375577421027152,0.0014637641711343458
100.mat,normal,DE,none,3,False,0.014572110576923076,0.062482441315454794,0.06415919169850354,0.1777403076923077,0.3513083076923077,2.770301541901798,-0.14735781671218984,-0.22586027320474286,1.239409096399952,889.8665510919271,2097.65625,0.5702630636108446,0.427328239580771,0.0024086955191897877
100.mat,normal,DE,none,3,False,0.01811388641826923,0.06651057035885008,0.06893307515723861,0.20277415384615383,0.3832264615384615,2.941608993660557,-0.17501158782576898,-0.09883504576887163,1.2451352222386223,850.6276649512051,2097.65625,0.5564799609365224,0.4424814341795205,0.0010386036992472418
100.mat,normal,DE,none,3,False,0.014777058894230767,0.06685483829219459,0.06846846626469044,0.21487384615384614,0.3882332307692308,3.138289169791429,-0.17748632702056977,0.020264551395120945,1.2445976889177812,800.5690446872095,2097.65625,0.577405291800647,0.4210615038566518,0.001533203280184393
100.mat,normal,DE,none,3,False,0.017626981370192307,0.0698148145571467,0.07200568591350193,0.2822566153846154,0.4985907692307692,3.91992120899676,0.46370870639416895,-0.2727771399571835,1.2479700538959149,672.9453594572684,93.75,0.6640928060613812,0.3346706846882472,0.0012365084395900476
100.mat,normal,DE,none,3,False,0.01680535456730769,0.06415420305183583,0.06631878852443787,0.21320492307692307,0.41681353846153846,3.2148494840967143,0.009687567336187364,-0.04438363751544821,1.2519976025083195,833.7429846672876,2097.65625,0.5724598173562154,0.42607545232721056,0.0014647291797466626
100.mat,normal,DE,none,3,False,0.016809836538461537,0.06759454158668077,0.06965337505651333,0.24074215384615386,0.4487316923076923,3.4562884231721895,0.0800027262825802,-0.07166726926142573,1.2519678367472642,906.1581419005062,2097.65625,0.5264840008062912,0.471621002583734,0.001894995500840737
100.mat,normal,DE,none,3,False,0.016765424278846152,0.06804787423286067,0.0700827556454578,0.1940123076923077,0.3821833846153846,2.768331608862953,-0.3302771774985631,-0.09449304265309703,1.2250455135318437,762.987879148277,2097.65625,0.6416999565793872,0.35639158019020584,0.0019084621298672215
100.mat,normal,DE,none,3,False,0.015135412860576923,0.058188905786998445,0.06012511521110208,0.22196676923076922,0.4403870769230769,3.691747923438347,0.4123465307993701,-0.09931476022419776,1.26057640780456,829.9123758234849,2097.65625,0.5715006533386627,0.4268208047828788,0.0016785406296277064
100.mat,normal,DE,none,3,False,0.01622412439903846,0.06914624353285802,0.07102411708159971,0.19714153846153845,0.3834350769230769,2.7756985452176273,-0.33345537589566776,-0.24604395179428334,1.2223261561854204,768.2287228524724,93.75,0.615367816466141,0.38249762047503716,0.002134562059697909
100.mat,normal,DE,none,3,False,0.016151597956730768,0.06448345119761924,0.06647548115592404,0.21633415384615384,0.41514461538461533,3.254345061985619,0.15932656861645889,-0.08439533043976377,1.2627212170073536,879.5226513044365,2097.65625,0.5160498103797667,0.4825729442487824,0.001377244221132079
100.mat,normal,DE,none,3,False,0.016634224759615384,0.06235511589034514,0.06453571035521168,0.23385784615384617,0.4535298461538462,3.6236967852843494,0.1529932490691288,-0.16622963096075283,1.235431754349643,967.4217146851187,2097.65625,0.47003504720526607,0.5276761416501587,0.0022888096481618425
100.mat,normal,DE,none,3,False,0.014378570913461538,0.0687345152944461,0.07022233899747207,0.25513661538461535,0.4543643076923076,3.633268544218766,-0.0610339647051279,-0.25784753440498187,1.2321629173658226,793.2064761392627,2097.65625,0.5964791580312685,0.40209629501925337,0.0014245459264276906
100.mat,normal,DE,none,3,False,0.015958669471153847,0.06472401836018073,0.06666241582765021,0.19818461538461538,0.36361661538461537,2.9729587942631905,-0.2828745696161792,-0.20445680162380622,1.2168510174764822,816.9356113824813,2097.65625,0.5645220061007743,0.43432997978282356,0.0011480130521517766
100.mat,normal,DE,none,3,False,0.014766261418269231,0.061308587006560646,0.0630617579600639,0.19046584615384615,0.36278215384615387,3.020306637684365,-0.22035867277033683,-0.06803151416965642,1.2358202629574893,811.7920774133539,2097.65625,0.6282983886524804,0.3697073313430079,0.0019942787590685614
100.mat,normal,DE,none,3,False,0.015934018629807693,0.06649728934124176,0.06837969318027015,0.21362215384615382,0.41243261538461534,3.1240583849923875,-0.015888724178308777,-0.19182690359461227,1.2371243908446656,929.5721745107553,2097.65625,0.5316507039536092,0.4666973921347809,0.0016519027117258005
100.mat,normal,DE,none,3,False,0.01594501983173077,0.06567186045583209,0.06757985582379243,0.20632061538461538,0.3786369230769231,3.0529898720044963,-0.05977768160454655,-0.12219975619830173,1.2446930485548515,961.5352118006263,2097.65625,0.49785816941310046,0.49986712283452306,0.0022747062819982117
100.mat,normal,DE,none,3,False,0.014302173677884614,0.0666995612250144,0.0682157140219306,0.20423446153846153,0.3942830769230769,2.9939503597339523,-0.09431080389956881,-0.0854154134840719,1.247101640466241,772.7560710832892,2097.65625,0.6091839533107037,0.3892313057189101,0.0015847399397297742
100.mat,normal,DE,none,3,False,0.01543916826923077,0.06253262531336065,0.0644103807272304,0.22822523076923076,0.43329415384615383,3.543298893577289,0.3804054465984916,-0.2093118827047657,1.2458500891125588,775.6685015888669,2097.65625,0.6149776226300954,0.3837518235689092,0.0012705527387667764
100.mat,normal,DE,none,3,False,0.014232091947115385,0.06011007606682034,0.06177194902178555,0.23135446153846154,0.3957433846153846,3.745299690206032,0.13531567051315596,-0.28074639581910293,1.241634962727345,889.5772973296422,2097.65625,0.5687158320584762,0.42936148596609836,0.0019226807088415236
100.mat,normal,DE,none,3,False,0.013507642427884617,0.06614533507833972,0.06751045664625169,0.20944984615384615,0.38990215384615384,3.102480068358014,-0.07837195855646195,-0.0716923347800267,1.2460049732132064,949.6155856016152,2097.65625,0.4862767171150348,0.5115066711562742,0.002216610331707641
100.mat,normal,DE,none,3,False,0.012636306490384615,0.05826917733538422,0.05962359657938617,0.20715507692307691,0.37884553846153846,3.474380762049212,-0.08939061065749954,0.09779340258011136,1.2610551430490375,907.335360746466,2097.65625,0.545146499184734,0.4528239457489947,0.0020295536234848735
100.mat,normal,DE,none,3,False,0.012483715745192308,0.06103865463455083,0.062302171056896054,0.20027076923076922,0.3702923076923077,3.214507068215359,-0.10386938021978764,-0.07984776345869289,1.2441309436246386,881.4245766689411,2097.65625,0.5668029756801695,0.43111931638121115,0.00207770668870877
100.mat,normal,DE,none,3,False,0.010318719951923076,0.06347774852363014,0.06431096748670045,0.214248,0.3924055384615385,3.3314379859232433,-0.09402840776393129,-0.06338272556646152,1.2494118274422625,1012.7094409827158,2097.65625,0.45601115678045523,0.5423785160918099,0.0016103259098137826
100.mat,normal,DE,none,3,False,0.011247506610576923,0.06182629270993027,0.0628410445108048,0.2221753846153846,0.41493599999999997,3.5355138722057453,0.1225814965202714,-0.14488612120307415,1.2405785705242949,986.2589930191497,2097.65625,0.4531062735864001,0.5450516520131204,0.001842072990175853
100.mat,normal,DE,none,3,False,0.013297397235576922,0.06727301233399921,0.0685746233072493,0.1881710769230769,0.37592492307692305,2.744033694173287,-0.20969647560192506,-0.10213644571613677,1.2422169354077,797.7229342072737,2097.65625,0.5945438431775675,0.403955883210859,0.0015002724308175782
100.mat,normal,DE,none,3,False,0.012124750600961538,0.060796987986192666,0.061994220096140994,0.20193969230769232,0.38719015384615385,3.257395479631257,0.1855970733834993,-0.23864841313176213,1.2460822683264408,964.411637552731,2097.65625,0.4846716286052231,0.5134512098699593,0.0018771601653282002
100.mat,normal,DE,none,3,False,0.012392446514423078,0.06868576967031352,0.06979475399925268,0.20819815384615384,0.39595199999999997,2.983005769250223,-0.3954969206933776,-0.07483848909979211,1.2195639178592736,777.0334438712896,2097.65625,0.6248055187278445,0.3735089291100556,0.0016855510947589105
100.mat,normal,DE,none,3,False,0.01331919591346154,0.06800837341932717,0.06930035955840212,0.20006215384615383,0.3984553846153846,2.886884788450004,-0.2516212781901954,-0.10092057616487102,1.2329986398790564,804.2598487256081,2097.65625,0.6096477254664878,0.3890436767730148,0.001308596643449891
100.mat,normal,DE,none,3,False,0.013241576322115384,0.06335330879258194,0.06472233832659824,0.19964492307692308,0.3857298461538462,3.0846370547739084,-0.062132726151219675,-0.16116987475101016,1.2384489999611752,935.4720352587677,2097.65625,0.5345693253130778,0.4634810470067638,0.001949626154299621
100.mat,normal,DE,none,3,False,0.012079930889423076,0.0642085110907054,0.06533496481041737,0.21508246153846153,0.41159815384615384,3.2919962865102144,0.13012917413212444,-0.07254408009222942,1.2516254736745958,801.072278124093,2097.65625,0.6054060594700718,0.39316244399569933,0.001431495437583336
100.mat,normal,DE,none,3,False,0.014008604567307691,0.06597968654566407,0.06745042652635547,0.23928184615384615,0.4270356923076923,3.5475216165875842,0.08369724136026457,-0.06328094922189234,1.2465797402105412,785.9758530860822,2097.65625,0.5885481006804879,0.4104557393438177,0.000996158993037777
100.mat,normal,DE,none,3,False,0.013890443509615383,0.06364376351409336,0.06514194543557673,0.23072861538461537,0.4508178461538461,3.541936210812993,0.20316074992751787,-0.06523809144701583,1.266508207409401,959.5346451077271,2097.65625,0.506562528521078,0.4913747697656628,0.0020627004086621837
100.mat,normal,DE,none,3,False,0.01231645673076923,0.06798531302826377,0.0690919524543338,0.21028430769230766,0.3911538461538461,3.0435427024334145,-0.32150045833183016,-0.0015387919944950927,1.2397611408379774,906.356930322938,2097.65625,0.5398892072748419,0.4586371505958139,0.0014736410117916303
100.mat,normal,DE,none,3,False,0.016435184495192306,0.05951647117861883,0.061744033160673714,0.19150892307692308,0.36778892307692307,3.1016587882341016,-0.09137805276837696,-0.03882843834654675,1.2462691213487005,984.5659210398176,2097.65625,0.47909577566824924,0.51906532367092,0.001838899047006285
100.mat,normal,DE,none,3,False,0.014226998798076923,0.060257045159236765,0.06191380287240302,0.18191261538461537,0.3625735384615384,2.9381592947307316,-0.1503118086838846,-0.17738750974315073,1.2304536259656478,764.2177671446491,93.75,0.6270366720826475,0.3711672968631531,0.001796029826120358
100.mat,normal,DE,none,3,False,0.013662881610576924,0.06815508347174842,0.06951107636158166,0.19964492307692308,0.3727956923076923,2.87213108362099,-0.4261715622261306,-0.06508875179625855,1.2255752057016418,866.8014465798776,2097.65625,0.5306553847870807,0.4683273979945775,0.0010172161669949524
100.mat,normal,DE,none,3,False,0.01400249278846154,0.06712481474182273,0.06856974958693476,0.2138307692307692,0.3951175384615384,3.1184417402100872,-0.18812879334186183,-0.14526520017260688,1.243868427688928,913.5480055717312,2097.65625,0.5025061828566435,0.49579508779625037,0.001698728115608425
100.mat,normal,DE,none,3,False,0.01326704206730769,0.06373568650674025,0.06510185972536564,0.1860849230769231,0.36591138461538464,2.858365703515539,-0.22016672106678836,-0.18503264136944142,1.2357728557096543,909.6033849321412,2097.65625,0.5100793895111484,0.4880770135875939,0.0018435956815014798
100.mat,normal,DE,none,3,False,0.013508253605769231,0.0657832118631819,0.06715581790518267,0.22175815384615383,0.40262769230769224,3.3021435932170777,-0.11999032953724376,-0.05693455139084565,1.2459386817363771,885.1216497102816,2097.65625,0.5286419694718608,0.46987076082267826,0.0014872684484495764
100.mat,normal,DE,none,3,False,0.013049870192307692,0.06454552964322717,0.06585153383908987,0.21821169230769227,0.41389292307692305,3.313691869920375,0.03519159654623838,-0.29580548222760555,1.2416007171863273,835.1551931778621,2097.65625,0.5363987084599867,0.4618839327710825,0.0017173576696264074
100.mat,normal,DE,none,3,False,0.014084186899038464,0.06723554595402478,0.06869485395823202,0.18712800000000002,0.36445107692307693,2.7240468421558024,-0.22045958389202625,-0.03388660794586395,1.2522419402091136,855.4470659314833,2097.65625,0.5452469904907723,0.45323742862982147,0.0015155796848566325
100.mat,normal,DE,none,3,False,0.013335493990384615,0.06078756395123604,0.06223313692152434,0.17419384615384614,0.3375396923076923,2.799052960655103,-0.1365741911857108,-0.2082235770323727,1.23405193859885,985.1679119586673,2097.65625,0.47160102302745766,0.5263188628951704,0.002080112585544634
100.mat,normal,DE,none,3,False,0.016701454326923076,0.06638810199859542,0.0684566918833375,0.24282830769230768,0.43099938461538456,3.5471814516334432,0.09455002104265153,0.04137310705868163,1.2556365482129592,833.6974678481467,2097.65625,0.5418690747864837,0.4564159997257092,0.0017149243748495646
100.mat,normal,DE,none,3,False,0.015108113581730767,0.06110377784328532,0.06294383816323917,0.21341353846153846,0.4236978461538461,3.3905390056557896,0.00871439080362757,-0.05035250667717881,1.2458246388346834,846.908931491239,2097.65625,0.6054826172419733,0.3930872826769121,0.0014300988623026248
100.mat,normal,DE,none,3,False,0.014379793269230768,0.06366934328530928,0.06527299387073013,0.19442953846153843,0.35798399999999997,2.978713353391107,-0.0968723781352776,-0.3687381549560124,1.233602025627048,740.4706939903366,93.75,0.6405106301124946,0.3575612774753335,0.0019280913594094758
100.mat,normal,DE,none,3,False,0.013961951322115383,0.065628796485758,0.06709750377540258,0.2075723076923077,0.3919883076923077,3.093592101190931,-0.22026940253020078,-0.13910644297866936,1.236792876091095,851.4621745886415,2097.65625,0.5819979430745009,0.4164386547854854,0.0015634009109299564
100.mat,normal,DE,none,3,False,0.015517399038461539,0.05686595291668445,0.058945112384670366,0.20444307692307692,0.35297723076923077,3.468363510538955,-0.2277986080473955,-0.018212623848339247,1.2340181557358731,1002.3207889818472,2097.65625,0.5097037746323869,0.48750604834292754,0.0027901753859040667
100.mat,normal,DE,none,3,False,0.012818844951923078,0.0664471070368567,0.06767230467088389,0.20173107692307693,0.3867729230769231,2.980999064553671,-0.07076361884915938,-0.24180103025181401,1.2432655402102972,941.4764977744021,2097.65625,0.5286719841153069,0.4694332060759395,0.0018948085098017184
100.mat,normal,DE,none,3,False,0.013159271033653847,0.06370809742635887,0.06505296374358047,0.24303692307692307,0.417648,3.7359854046184076,-0.11731336996482256,0.05074504931097066,1.2408187617975466,769.8250142120266,2097.65625,0.6068206085181058,0.3917558537210063,0.0014235366861664956
100.mat,normal,DE,none,3,False,0.014905813701923076,0.06484007965714533,0.06653134007414394,0.2138307692307692,0.404088,3.2139856042168646,-0.07655535241054112,-0.08202947606755538,1.2483189232604042,902.3521463370319,2097.65625,0.5373608899374646,0.4606661197470551,0.001972989096330717
100.mat,normal,DE,none,3,False,0.012619193509615385,0.06742979771751738,0.0686004494523063,0.21049292307692305,0.40200184615384615,3.068389853920673,-0.1839520797305374,-0.24373614433711938,1.2253961171103063,891.7365843835705,2097.65625,0.525536566058761,0.4732567242311709,0.0012067086122990451
100.mat,normal,DE,none,3,False,0.015117892427884614,0.06645477099695862,0.06815267610093755,0.19797599999999999,0.3938658461538461,2.9048895996964617,-0.05724773329637278,-0.1301669022406338,1.2484787512704176,804.9661670110241,2097.65625,0.6252077202849418,0.3735930500863798,0.0011992286596508076
100.mat,normal,DE,none,3,False,0.015596444711538463,0.06753430902984076,0.06931184591235545,0.22321846153846153,0.436632,3.2204951202352894,0.14602421370072882,-0.014250676927194639,1.2653076351119865,786.0960233836021,93.75,0.6147540913658147,0.38371364554586146,0.0015322620564516064
100.mat,normal,DE,none,3,False,0.014166492187500001,0.06507687384413331,0.06660096853818075,0.20861538461538462,0.3677889230769231,3.1323175802264505,-0.29835851768955424,0.019542521719439827,1.2408741099227534,838.7510551326878,2097.65625,0.5780327425328338,0.4200133826237831,0.0019538737082138487
100.mat,normal,DE,none,3,False,0.011671460336538462,0.06526458582778545,0.06629999358717739,0.241368,0.4710535384615384,3.6405433384995183,0.3969629810728099,0.029468305759140185,1.2674167613979797,1034.5438387388162,2097.65625,0.45368539415282305,0.5432949107420296,0.003019693474753348
100.mat,normal,DE,none,3,False,0.0138168984375,0.06543850058156359,0.06688126823554924,0.22864246153846152,0.40930338461538457,3.4186322653121146,0.14090657946671126,-0.20301901261507682,1.2559551737108172,821.9800538961262,2097.65625,0.6070072932547091,0.39128833650710076,0.0017043690579491989
100.mat,normal,DE,none,3,False,0.013502345552884614,0.0632815981127064,0.06470605841130789,0.1867107692307692,0.36883199999999994,2.8855222186622096,-0.2593498520914852,-0.13767461243546666,1.2231747259427825,810.7317185678248,2097.65625,0.5697002982925513,0.42844677171934015,0.0018529288209333137
100.mat,normal,DE,none,3,False,0.010982662860576923,0.06415918782974721,0.06509239791620737,0.21487384615384614,0.39636923076923075,3.301059002729466,-0.01992896990320947,-0.12706219606431338,1.256412969589588,935.4824156582765,2097.65625,0.4599268782790863,0.5382425450907838,0.0018305755676731104
100.mat,normal,DE,none,3,False,0.014109448918269232,0.06462456860152477,0.06614689271394711,0.20131384615384615,0.38531261538461536,3.043436175020139,-0.05663278265405314,-0.2402277476892929,1.248862944656268,888.5807247491816,2097.65625,0.5137974561021809,0.4847326663615749,0.0014698762969344065
100.mat,normal,DE,none,3,False,0.013438783052884616,0.06334581766814047,0.06475564458784883,0.2207150769230769,0.4063827692307692,3.4084299264482167,-0.13184333816917304,-0.23946528652266585,1.2267388195457658,986.6396649799433,2097.65625,0.45763582985002693,0.5404157549311587,0.0019484139180295879
100.mat,normal,DE,none,3,False,0.0106440703125,0.06648096373623844,0.06732766721130692,0.19192615384615386,0.38364369230769235,2.850628304719748,-0.08945003487199443,-0.10189223887151805,1.2543850084994352,673.5807111698066,93.75,0.6829746646835945,0.3152900053510681,0.0017353288643318786
100.mat,normal,DE,none,3,False,0.013791636418269231,0.06006755287992081,0.06163051309275149,0.1775316923076923,0.3369138461538461,2.8805811179542435,-0.10651938851512055,-0.15407200468749863,1.2516155780353133,865.643168331088,2097.65625,0.6012748057056703,0.3971320197501415,0.001593173241391245
100.mat,normal,DE,none,3,False,0.013169864783653845,0.06567762330698683,0.0669850396855461,0.1992276923076923,0.37842830769230773,2.97421175295216,-0.24403651976411256,-0.16916416337437426,1.225707532874753,910.1085012632565,2097.65625,0.503498692606557,0.4940276427526697,0.002473663523946858
100.mat,normal,DE,none,3,False,0.010330536057692307,0.06873586062078477,0.0695078305697943,0.20694646153846152,0.4113895384615385,2.9773114746788827,-0.16562879190713797,-0.03205484758466562,1.236510704201009,763.9020603238679,2097.65625,0.6488540331641663,0.34950514556696144,0.0016408201297760366
100.mat,normal,DE,none,3,False,0.012669717548076925,0.06337425165137474,0.06462830274051626,0.19317784615384614,0.3817661538461538,2.989059559965073,-0.12659573619964348,-0.004786209635007534,1.2572887390669127,934.8298063132867,2097.65625,0.5198120050830523,0.47823081218690183,0.0019571813106142428
100.mat,normal,DE,none,3,False,0.01410272596153846,0.06441434934057225,0.06594008856921207,0.2154996923076923,0.42411507692307693,3.2681134796813516,-0.20209467283902072,-0.21917905721024816,1.2270193385409507,804.472689802543,2097.65625,0.6192158517784548,0.379298152680472,0.0014859943849929978
100.mat,normal,DE,none,3,False,0.010856352764423077,0.0670709612062781,0.0679439050429077,0.2140393846153846,0.4113895384615385,3.1502367206751645,-0.04271546745792776,-0.23022176278617162,1.2297931175316885,829.0847640061928,2097.65625,0.5876479140156585,0.41146032069645594,0.0008917642832258432
100.mat,normal,DE,none,3,False,0.01148342127403846,0.06034445341035385,0.06142737192450451,0.1910916923076923,0.3792627692307692,3.110855736094929,0.06152061225902594,-0.16419952467918264,1.2533497691595807,991.0516885936778,2097.65625,0.5027475872639958,0.49463489853181125,0.0026175127132832695
