file,location,fault_size,window_idx,rms_energy,snr_at_bsf,peak_prom
120.mat,DE,0.007,36,0.14740737389492292,0.027197107395161027,0.9109490446624532
120.mat,DE,0.007,37,0.15336824236271196,0.18697497275459016,0.823329485276726
120.mat,DE,0.007,38,0.14901339802434127,0.06696015566440895,0.8827865884316283
120.mat,DE,0.007,39,0.15428549101873656,0.07885356353641013,1.5241782140859674
120.mat,DE,0.007,40,0.14996694044882988,0.09411665974380966,1.107729450516792
120.mat,DE,0.007,41,0.1439574388996988,0.06319314390853369,1.005170370250299
120.mat,DE,0.007,42,0.1499878463755251,0.05714950557598122,0.7319859778391984
120.mat,DE,0.007,43,0.15429206594727216,0.12170157649031882,0.8983794532707171
120.mat,DE,0.007,44,0.1483246756636598,0.09242773132416919,0.6186875080652715
120.mat,DE,0.007,45,0.15312665887032945,0.030275397323558176,1.0747893339754437
120.mat,DE,0.007,46,0.14697761619241245,0.05240658105862784,0.9172092886238081
120.mat,DE,0.007,47,0.16488350991787332,0.04868630050495247,1.1917494217754334
120.mat,DE,0.007,48,0.14748347559920771,0.14004480203138603,0.8921646811343139
120.mat,DE,0.007,49,0.14889272241661033,0.05399117202736305,1.0349569890702475
120.mat,DE,0.007,50,0.14442722540330646,0.10817894234221083,0.8039705234452729
120.mat,DE,0.007,51,0.1398173000320122,0.11978357298002557,0.8826908142349715
120.mat,DE,0.007,52,0.15814890025987552,0.03014007507159026,0.9246447544872911
120.mat,DE,0.007,53,0.15132978728072496,0.061782452042539786,1.3505315370863382
120.mat,DE,0.007,54,0.1469239439206727,0.11839606756046918,0.7934018705054947
120.mat,DE,0.007,55,0.1469100882134437,0.08036737066666315,0.5720939254929072
120.mat,DE,0.007,56,0.147977106825827,0.06435495076807836,0.7471252228682251
120.mat,DE,0.007,57,0.14268451381302374,0.20774019870204852,0.7975225809673491
120.mat,DE,0.007,58,0.15724343653273545,0.03381060513775161,1.224064000064974
120.mat,DE,0.007,59,0.14285080234875822,0.09535990464577322,1.1944446382419296
120.mat,DE,0.007,60,0.1553699488799252,0.06535674773368451,0.9765417804849869
120.mat,DE,0.007,61,0.13357292837374693,0.1168911845380492,0.6880091644273016
120.mat,DE,0.007,62,0.16036034389072246,0.07236496990430763,0.740399606565212
120.mat,DE,0.007,63,0.13994225800630575,0.11562239413540963,0.9075733283736153
120.mat,DE,0.007,64,0.1530175918924057,0.06172150824011328,1.0705527597278675
120.mat,DE,0.007,65,0.1416872116229977,0.04265035589045622,1.0797996257074114
120.mat,DE,0.007,66,0.14491655554477975,0.04909740371384186,1.0733130260651338
120.mat,DE,0.007,67,0.1450362479828893,0.09727472515285586,0.812850870225659
120.mat,DE,0.007,68,0.14909994421756612,0.1354015628948689,0.7836081524955519
120.mat,DE,0.007,69,0.14289537859811363,0.07572728662335146,1.071683112913533
120.mat,DE,0.007,70,0.14745947458413788,0.10150775837355834,1.2813684282791395
120.mat,DE,0.007,71,0.1447289632702177,0.09216086136999838,0.864435218813282
120.mat,DE,0.007,72,0.1519815758860165,0.028305078479085876,0.9391704747170232
120.mat,DE,0.007,73,0.1426585479359356,0.03183487592597026,0.7453514580949365
120.mat,DE,0.007,74,0.15195965243364348,0.154985116582015,0.6666722001265363
120.mat,DE,0.007,75,0.13755433830203914,0.10926220445557736,0.7370994982896719
120.mat,DE,0.007,76,0.14504404942201124,0.07542287355560881,1.029648234560221
120.mat,DE,0.007,77,0.1465400195955327,0.14300574285035472,0.8695499076383855
120.mat,DE,0.007,78,0.14778924640845717,0.039570766582885435,1.4590304274263994
120.mat,DE,0.007,79,0.1470166868207622,0.040846095863874304,0.6726777396237735
120.mat,DE,0.007,80,0.1520123121908543,0.08657823043058502,0.8487944865270253
120.mat,DE,0.007,81,0.15600468905177658,0.14228991737459645,0.7429696428057158
120.mat,DE,0.007,82,0.15693026666465695,0.09165942238540567,1.0667294842260304
120.mat,DE,0.007,83,0.15632701758265632,0.05770187924087291,1.0495282169829394
120.mat,DE,0.007,84,0.14638977529301242,0.04559686296837771,1.3239186485424248
120.mat,DE,0.007,85,0.1443693213922861,0.11162083856154925,0.691556283308531
120.mat,DE,0.007,86,0.15253435365964124,0.037182586798190635,0.8239334013506668
120.mat,DE,0.007,87,0.1438658668492989,0.16316917888934687,0.8089835396311632
120.mat,DE,0.007,88,0.14707656837774707,0.2813307746573383,0.8795187202163239
120.mat,DE,0.007,89,0.14025202714177426,0.08405797427210676,1.1039947372481533
120.mat,DE,0.007,90,0.15140924508702497,0.10820783867930193,1.1173395000873552
120.mat,DE,0.007,91,0.14242986068786598,0.1121487579746175,0.8315075644010802
120.mat,DE,0.007,92,0.14386288601175057,0.05019284792173832,0.6828636330726678
120.mat,DE,0.007,93,0.1399570101874959,0.05608874975563898,0.8125266175927733
120.mat,DE,0.007,94,0.14843761869342048,0.2891823187277265,0.8040131868769885
120.mat,DE,0.007,95,0.13954640233228235,0.07099634501920055,1.0848297236117073
120.mat,DE,0.007,96,0.15739799214043318,0.1177521090734814,1.7713195977249132
120.mat,DE,0.007,97,0.13293636170223394,0.05102115386114546,1.045148020703733
120.mat,DE,0.007,98,0.1496781576178939,0.058246283074531065,0.8994277718092594
120.mat,DE,0.007,99,0.14199573432205295,0.05430117006267817,0.7591770970195076
120.mat,DE,0.007,100,0.14396502800367336,0.1361429804024658,0.7532006321487511
120.mat,DE,0.007,101,0.14279799481805136,0.10656634342661449,1.0568972137804427
120.mat,DE,0.007,102,0.15076829990195,0.10961628614344014,1.393249089198269
120.mat,DE,0.007,103,0.13998248126564153,0.04450592794664633,1.494308865350756
